Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,Delayed
2001,5,6,7,1419.0,1422,1520.0,1539,AA,429,N2CBA1,121.0,137.0,100.0,-19.0,-3.0,PHL,ORD,678,9,12,0,,0,,,,,,N
2001,6,17,7,1056.0,1100,1155.0,1158,NW,1472,N763N3,59.0,58.0,36.0,-3.0,-4.0,FSD,MSP,197,4,19,0,,0,,,,,,N
2001,3,8,4,1125.0,1125,1247.0,1304,UA,415,N805ä1,142.0,159.0,127.0,-17.0,0.0,DEN,SJC,948,4,11,0,,0,,,,,,N
2001,5,23,3,714.0,715,851.0,903,AA,779,N3CKA1,157.0,168.0,136.0,-12.0,-1.0,MCO,ORD,1005,8,13,0,,0,,,,,,N
2001,3,28,3,740.0,740,912.0,930,WN,1356,N719@@,212.0,230.0,202.0,-18.0,0.0,MDW,LAS,1521,4,6,0,,0,,,,,,N
2001,11,19,1,1905.0,1906,1952.0,1957,AA,1175,N505A1,107.0,111.0,79.0,-5.0,-1.0,DFW,ABQ,569,5,23,0,,0,,,,,,N
2001,6,8,5,1640.0,1641,1933.0,1935,AA,443,N868A1,233.0,234.0,182.0,-2.0,-1.0,EWR,DFW,1372,10,41,0,,0,,,,,,N
2001,9,25,2,1705.0,1705,1937.0,1945,WN,1265,N370@@,92.0,100.0,83.0,-8.0,0.0,SAN,ABQ,628,2,7,0,,0,,,,,,N
2001,12,3,1,2155.0,2155,2247.0,2305,WN,524,N682@@,52.0,70.0,43.0,-18.0,0.0,CLE,BWI,314,2,7,0,,0,,,,,,N
2001,9,22,6,2003.0,2005,2146.0,2204,DL,734,-N111D,103.0,119.0,84.0,-18.0,-2.0,ATL,DTW,594,5,14,0,,0,,,,,,N
2001,9,3,1,928.0,930,1034.0,1102,UA,629,N7270ä,126.0,152.0,105.0,-28.0,-2.0,LGA,ORD,733,4,17,0,,0,,,,,,N
2001,3,10,6,1900.0,1905,2025.0,2046,DL,285,N307æ1,85.0,101.0,65.0,-21.0,-5.0,COS,SLC,410,6,14,0,,0,,,,,,N
2001,2,15,4,742.0,748,1029.0,1033,US,2670,N245äâ,107.0,105.0,91.0,-4.0,-6.0,MDW,BWI,611,5,11,0,,0,,,,,,N
2001,2,16,5,933.0,936,1046.0,1055,US,2698,N273Aä,73.0,79.0,55.0,-9.0,-3.0,BWI,MHT,377,5,13,0,,0,,,,,,N
2001,4,16,1,1505.0,1505,1712.0,1725,WN,2195,N697@@,67.0,80.0,58.0,-13.0,0.0,STL,CMH,410,2,7,0,,0,,,,,,N
2001,10,29,1,649.0,650,802.0,823,UA,1881,N574ä1,133.0,153.0,119.0,-21.0,-1.0,PVD,ORD,849,5,9,0,,0,,,,,,N
2001,4,24,2,656.0,700,738.0,756,NW,1733,N9348@,102.0,116.0,88.0,-18.0,-4.0,DAY,MSP,574,4,10,0,,0,,,,,,N
2001,1,29,1,1723.0,1723,1956.0,1957,AA,1415,N488A1,273.0,274.0,233.0,-1.0,0.0,DFW,SEA,1660,7,33,0,,0,,,,,,N
2001,12,6,4,1325.0,1332,1610.0,1619,AA,1077,N2DGA1,165.0,167.0,145.0,-9.0,-7.0,ORD,IAH,925,5,15,0,,0,,,,,,N
2001,7,17,2,645.0,648,922.0,945,UA,1268,N444ä1,97.0,117.0,79.0,-23.0,-3.0,ORD,ATL,606,4,14,0,,0,,,,,,N
2001,6,26,2,908.0,910,1011.0,1020,US,1494,N630Aä,63.0,70.0,45.0,-9.0,-2.0,PIT,PHL,267,5,13,0,,0,,,,,,N
2001,10,26,5,809.0,810,1023.0,1031,DL,788,N378D1,74.0,81.0,56.0,-8.0,-1.0,MSY,ATL,425,9,9,0,,0,,,,,,N
2001,5,26,6,1358.0,1400,1519.0,1530,DL,2160,N224D1,81.0,90.0,61.0,-11.0,-2.0,ATL,RIC,481,6,14,0,,0,,,,,,N
2001,7,12,4,1200.0,1200,1314.0,1315,WN,142,N600@@,74.0,75.0,58.0,-1.0,0.0,LAX,RNO,390,4,12,0,,0,,,,,,N
2001,2,23,5,730.0,730,900.0,900,WN,433,N675@@,90.0,90.0,74.0,0.0,0.0,SAN,SMF,480,5,11,0,,0,,,,,,N
2001,7,7,6,1607.0,1610,1935.0,1940,AA,1970,N891A1,148.0,150.0,126.0,-5.0,-3.0,SLC,DFW,988,9,13,0,,0,,,,,,N
2001,3,6,2,1539.0,1540,1634.0,1640,DL,2087,-N912D,55.0,60.0,33.0,-6.0,-1.0,ATL,TLH,223,7,15,0,,0,,,,,,N
2001,8,8,3,1057.0,1100,1148.0,1209,US,6858,N112äæ,51.0,69.0,37.0,-21.0,-3.0,DCA,LGA,214,5,9,0,,0,,,,,,N
2001,6,16,6,2100.0,2100,2148.0,2150,WN,62,N67@@@,48.0,50.0,41.0,-2.0,0.0,HOU,DAL,239,2,5,0,,0,,,,,,N
2001,9,18,2,1340.0,1340,1443.0,1445,WN,379,N613@@,63.0,65.0,55.0,-2.0,0.0,ONT,OAK,361,3,5,0,,0,,,,,,N
2001,6,25,1,650.0,650,912.0,912,DL,1441,N544D1,142.0,142.0,119.0,0.0,0.0,SYR,ATL,793,10,13,0,,0,,,,,,N
2001,7,21,6,622.0,625,1230.0,1234,AA,698,N3CKA1,248.0,249.0,222.0,-4.0,-3.0,SFO,ORD,1846,8,18,0,,0,,,,,,N
2001,4,16,1,944.0,947,1244.0,1255,US,2685,N242äâ,180.0,188.0,141.0,-11.0,-3.0,LGA,MCO,950,4,35,0,,0,,,,,,N
2001,4,2,1,920.0,920,1025.0,1025,WN,2033,N676@@,65.0,65.0,54.0,0.0,0.0,MSY,HOU,303,3,8,0,,0,,,,,,N
2001,6,29,5,1320.0,1320,1411.0,1430,WN,1087,N60@@@,51.0,70.0,41.0,-19.0,0.0,MCI,STL,237,4,6,0,,0,,,,,,N
2001,7,16,1,1235.0,1238,1439.0,1455,AA,676,N425A1,124.0,137.0,105.0,-16.0,-3.0,DFW,IND,762,7,12,0,,0,,,,,,N
2001,7,21,6,833.0,838,1123.0,1132,AA,1318,N445A1,110.0,114.0,84.0,-9.0,-5.0,DEN,DFW,641,16,10,0,,0,,,,,,N
2001,12,30,7,1505.0,1505,1620.0,1620,WN,91,N604@@,75.0,75.0,56.0,0.0,0.0,ELP,PHX,347,10,9,0,,0,,,,,,N
2001,2,13,2,1948.0,1950,2135.0,2140,UA,511,N940ä1,167.0,170.0,144.0,-5.0,-2.0,BOS,ORD,867,4,19,0,,0,,,,,,N
2001,3,4,7,1908.0,1910,2046.0,2102,AA,871,N443A1,158.0,172.0,141.0,-16.0,-2.0,TPA,DFW,929,6,11,0,,0,,,,,,N
2001,5,25,5,1251.0,1255,1356.0,1356,NW,1430,N956N@,65.0,61.0,47.0,0.0,-4.0,FSD,MSP,197,6,12,0,,0,,,,,,N
2001,9,9,7,1806.0,1810,1903.0,1906,TW,540,N928ãæ,57.0,56.0,38.0,-3.0,-4.0,CID,STL,228,11,8,0,,0,,,,,,N
2001,6,4,1,927.0,930,1037.0,1100,MQ,4523,-N702M,70.0,90.0,46.0,-23.0,-3.0,LGA,ORF,296,1,23,0,,0,,,,,,N
2001,1,29,1,639.0,645,1204.0,1208,DL,2100,N6700@,205.0,203.0,173.0,-4.0,-6.0,SFO,DFW,1464,8,24,0,,0,,,,,,N
2001,9,6,4,1106.0,1110,1349.0,1358,US,2609,N261Aä,163.0,168.0,147.0,-9.0,-4.0,MCO,BDL,1050,3,13,0,,0,,,,,,N
2001,5,16,3,1441.0,1445,1549.0,1615,MQ,4528,-N307M,68.0,90.0,46.0,-26.0,-4.0,PVD,LGA,143,6,16,0,,0,,,,,,N
2001,3,22,4,1858.0,1900,2117.0,2118,DL,1698,N309æ1,79.0,78.0,60.0,-1.0,-2.0,LAS,SLC,368,4,15,0,,0,,,,,,N
2001,8,28,2,623.0,630,708.0,721,NW,929,N618Næ,105.0,111.0,90.0,-13.0,-7.0,CLE,MEM,622,3,12,0,,0,,,,,,N
2001,3,6,2,603.0,605,645.0,650,AA,1342,N486A1,42.0,45.0,28.0,-5.0,-2.0,AUS,HOU,148,6,8,0,,0,,,,,,N
2001,12,6,4,1340.0,1340,1444.0,1450,WN,1642,N612@@,64.0,70.0,53.0,-6.0,0.0,CLE,BWI,314,6,5,0,,0,,,,,,N
2001,1,26,5,1550.0,1555,1551.0,1553,DL,901,N222Dé,61.0,58.0,34.0,-2.0,-5.0,ATL,HSV,151,5,22,0,,0,,,,,,N
2001,5,4,5,630.0,630,715.0,725,WN,2033,N632@@,105.0,115.0,93.0,-10.0,0.0,BWI,BHM,682,2,10,0,,0,,,,,,N
2001,10,8,1,945.0,945,1103.0,1105,UA,1005,N996ä1,78.0,80.0,62.0,-2.0,0.0,ORD,MSP,334,4,12,0,,0,,,,,,N
2001,4,16,1,1101.0,1107,1423.0,1426,US,2673,N281Aä,202.0,199.0,176.0,-3.0,-6.0,BOS,TPA,1185,5,21,0,,0,,,,,,N
2001,9,4,2,733.0,740,1004.0,1006,NW,408,N941N@,151.0,146.0,119.0,-2.0,-7.0,DFW,MSP,852,6,26,0,,0,,,,,,N
2001,7,23,1,1827.0,1830,1902.0,1911,AQ,282,-N824A,35.0,41.0,26.0,-9.0,-3.0,HNL,KOA,163,2,7,0,,0,,,,,,N
2001,2,18,7,1520.0,1520,1819.0,1823,DL,518,-N958D,119.0,123.0,99.0,-4.0,0.0,TUS,DFW,813,12,8,0,,0,,,,,,N
2001,5,13,7,1316.0,1318,1547.0,1618,AA,321,N474A1,151.0,180.0,132.0,-31.0,-2.0,ORD,SAT,1041,2,17,0,,0,,,,,,N
2001,5,13,7,1800.0,1805,1800.0,1810,WN,1143,N382@@,60.0,65.0,51.0,-10.0,-5.0,ABQ,TUS,321,3,6,0,,0,,,,,,N
2001,1,27,6,1630.0,1630,1812.0,1820,AA,2097,NR81A1,162.0,170.0,122.0,-8.0,0.0,DEN,SJC,948,16,24,0,,0,,,,,,N
2001,7,15,7,625.0,625,714.0,725,WN,1678,N729@@,109.0,120.0,94.0,-11.0,0.0,SLC,SEA,689,7,8,0,,0,,,,,,N
2001,3,11,7,629.0,630,748.0,803,NW,939,N289äâ,139.0,153.0,120.0,-15.0,-1.0,MIA,MEM,860,6,13,0,,0,,,,,,N
2001,12,1,6,828.0,830,1005.0,1015,MQ,4619,-N734M,97.0,105.0,79.0,-10.0,-2.0,RDU,BDL,532,2,16,0,,0,,,,,,N
2001,10,22,1,1302.0,1305,1530.0,1555,DL,311,N224D1,88.0,110.0,64.0,-25.0,-3.0,STL,ATL,483,10,14,0,,0,,,,,,N
2001,5,9,3,1150.0,1150,1233.0,1235,WN,221,N326@@,43.0,45.0,33.0,-2.0,0.0,OKC,DAL,181,3,7,0,,0,,,,,,N
2001,9,2,7,1805.0,1805,2010.0,2010,WN,1810,N632@@,65.0,65.0,48.0,0.0,0.0,MDW,DTW,229,6,11,0,,0,,,,,,N
2001,2,24,6,1045.0,1045,1119.0,1130,US,896,N854äâ,94.0,105.0,80.0,-11.0,0.0,CLT,MEM,512,3,11,0,,0,,,,,,N
2001,7,11,3,626.0,630,642.0,650,HP,620,N149Aæ,136.0,140.0,117.0,-8.0,-4.0,ICT,PHX,870,8,11,0,,0,,,,,,N
2001,3,13,2,626.0,630,728.0,730,AS,89,N944Aâ,62.0,60.0,39.0,-2.0,-4.0,ANC,FAI,261,4,19,0,,0,,,,,,N
2001,8,2,4,2153.0,2155,2358.0,15,US,1773,N179äæ,125.0,140.0,104.0,-17.0,-2.0,PHL,MCO,861,6,15,0,,0,,,,,,N
2001,10,18,4,1720.0,1720,1720.0,1720,WN,508,N721@@,60.0,60.0,48.0,0.0,0.0,LBB,ELP,295,2,10,0,,0,,,,,,N
2001,4,8,7,1739.0,1740,2048.0,2055,MQ,3747,-N630M,129.0,135.0,104.0,-7.0,-1.0,DFW,GSP,862,5,20,0,,0,,,,,,N
2001,11,10,6,1240.0,1240,1529.0,1539,AA,1986,N3CLA1,169.0,179.0,152.0,-10.0,0.0,FLL,BOS,1237,4,13,0,,0,,,,,,N
2001,12,7,5,1020.0,1020,1102.0,1105,WN,2461,N526@@,42.0,45.0,30.0,-3.0,0.0,SAT,HOU,192,2,10,0,,0,,,,,,N
2001,11,25,7,1032.0,1035,1141.0,1155,AA,1581,N3CHA1,69.0,80.0,53.0,-14.0,-3.0,SJC,SNA,342,5,11,0,,0,,,,,,N
2001,1,9,2,727.0,730,825.0,830,MQ,3804,-N398M,58.0,60.0,31.0,-5.0,-3.0,LAW,DFW,140,14,13,0,,0,,,,,,N
2001,3,17,6,1158.0,1200,1248.0,1255,DL,1622,N224D1,50.0,55.0,31.0,-7.0,-2.0,ATL,CAE,191,4,15,0,,0,,,,,,N
2001,2,4,7,1032.0,1035,1330.0,1343,UA,1612,N952ä1,118.0,128.0,101.0,-13.0,-3.0,DEN,MEM,872,5,12,0,,0,,,,,,N
2001,6,2,6,1358.0,1400,1509.0,1516,US,1556,N820äâ,71.0,76.0,56.0,-7.0,-2.0,PIT,ALB,367,4,11,0,,0,,,,,,N
2001,8,18,6,2136.0,2140,2306.0,2314,DL,1176,-N242D,90.0,94.0,68.0,-8.0,-4.0,ATL,RIC,481,8,14,0,,0,,,,,,N
2001,1,31,3,817.0,825,822.0,822,DL,1803,N224D1,65.0,57.0,31.0,0.0,-8.0,ATL,HSV,151,5,29,0,,0,,,,,,N
2001,7,26,4,1001.0,1005,1101.0,1110,US,2234,N854äâ,60.0,65.0,45.0,-9.0,-4.0,SAV,CLT,213,4,11,0,,0,,,,,,N
2001,4,2,1,1041.0,1043,1406.0,1420,CO,1498,N14307,145.0,157.0,124.0,-14.0,-2.0,IAH,CMH,986,10,11,0,,0,,,,,,N
2001,6,4,1,1707.0,1713,1801.0,1817,MQ,3416,-N371M,54.0,64.0,38.0,-16.0,-6.0,ILE,DFW,130,9,7,0,,0,,,,,,N
2001,2,13,2,1137.0,1140,1300.0,1310,HP,280,N808Aæ,83.0,90.0,61.0,-10.0,-3.0,LAS,SJC,386,4,18,0,,0,,,,,,N
2001,4,21,6,823.0,825,923.0,931,DL,220,-N155D,60.0,66.0,40.0,-8.0,-2.0,ATL,JAX,270,5,15,0,,0,,,,,,N
2001,12,31,1,1328.0,1335,1533.0,1554,CO,1504,N12218,125.0,139.0,110.0,-21.0,-7.0,TPA,CLE,927,5,10,0,,0,,,,,,N
2001,8,12,7,1615.0,1615,1705.0,1710,WN,192,N92@@@,50.0,55.0,42.0,-5.0,0.0,DAL,TUL,237,3,5,0,,0,,,,,,N
2001,12,23,7,1525.0,1530,1825.0,1837,DL,1078,-N970D,120.0,127.0,99.0,-12.0,-5.0,TUS,DFW,813,13,8,0,,0,,,,,,N
2001,7,23,1,930.0,930,1039.0,1050,WN,465,N374@@,69.0,80.0,62.0,-11.0,0.0,BNA,MSY,471,2,5,0,,0,,,,,,N
2001,6,18,1,1719.0,1720,2003.0,2006,UA,1108,N7260ä,104.0,106.0,87.0,-3.0,-1.0,ORD,RDU,647,3,14,0,,0,,,,,,N
2001,7,29,7,1059.0,1100,1451.0,1452,US,442,N407äâ,172.0,172.0,150.0,-1.0,-1.0,MSY,PHL,1088,11,11,0,,0,,,,,,N
2001,10,8,1,2107.0,2115,2226.0,2241,DL,1805,N907D5,79.0,86.0,59.0,-15.0,-8.0,RDU,ATL,356,9,11,0,,0,,,,,,N
2001,9,1,6,1920.0,1920,2040.0,2040,WN,1731,N781@@,80.0,80.0,70.0,0.0,0.0,SAN,SMF,480,2,8,0,,0,,,,,,N
2001,6,13,3,915.0,915,1055.0,1105,WN,214,N130@@,100.0,110.0,93.0,-10.0,0.0,JAN,MDW,666,3,4,0,,0,,,,,,N
2001,1,31,3,1600.0,1600,1616.0,1620,WN,1135,N676@@,76.0,80.0,60.0,-4.0,0.0,PHX,LAX,370,5,11,0,,0,,,,,,N
2001,5,10,4,30.0,35,543.0,605,NW,360,N317äâ,193.0,210.0,175.0,-22.0,-5.0,SFO,MSP,1589,5,13,0,,0,,,,,,N
2001,3,30,5,1027.0,1030,1132.0,1150,UA,553,N993ä1,125.0,140.0,99.0,-18.0,-3.0,PHL,ORD,678,7,19,0,,0,,,,,,N
2001,1,23,2,1850.0,1854,2135.0,2140,AA,1997,N2DCA1,165.0,166.0,120.0,-5.0,-4.0,MSP,DFW,852,11,34,0,,0,,,,,,N
2001,10,3,3,1752.0,1805,1838.0,1900,MQ,4964,-N269M,46.0,55.0,33.0,-22.0,-13.0,EYW,MIA,126,4,9,0,,0,,,,,,N
2001,2,14,3,1246.0,1250,1610.0,1618,UA,1756,N801ä1,144.0,148.0,125.0,-8.0,-4.0,SJC,DEN,948,5,14,0,,0,,,,,,N
2001,9,8,6,657.0,700,1237.0,1300,AA,764,N3BçA1,220.0,240.0,201.0,-23.0,-3.0,LAX,ORD,1745,5,14,0,,0,,,,,,N
2001,1,11,4,1020.0,1020,1112.0,1115,WN,1166,N322@@,52.0,55.0,45.0,-3.0,0.0,RDU,BWI,255,2,5,0,,0,,,,,,N
2001,1,22,1,1109.0,1115,1331.0,1347,CO,1101,N17244,142.0,152.0,118.0,-16.0,-6.0,ORD,IAH,925,8,16,0,,0,,,,,,N
2001,12,18,2,502.0,510,707.0,717,DL,592,N545D1,65.0,67.0,49.0,-10.0,-8.0,MEM,ATL,332,3,13,0,,0,,,,,,N
2001,7,24,2,736.0,740,1003.0,1015,US,2733,N248äâ,147.0,155.0,131.0,-12.0,-4.0,IAD,FLL,901,3,13,0,,0,,,,,,N
2001,11,6,2,1735.0,1740,1827.0,1840,UA,428,N313ä1,112.0,120.0,98.0,-13.0,-5.0,PHX,SFO,651,4,10,0,,0,,,,,,N
2001,4,2,1,607.0,610,707.0,709,UA,103,N529ä1,120.0,119.0,101.0,-2.0,-3.0,BWI,ORD,622,9,10,0,,0,,,,,,N
2001,4,27,5,1024.0,1025,1151.0,1154,UA,781,N7269ä,147.0,149.0,120.0,-3.0,-1.0,DEN,LAX,862,9,18,0,,0,,,,,,N
2001,11,19,1,1312.0,1315,1557.0,1605,UA,1606,N344ä1,105.0,110.0,89.0,-8.0,-3.0,ORD,RIC,642,4,12,0,,0,,,,,,N
2001,8,24,5,838.0,840,1031.0,1040,DL,464,N104D1,113.0,120.0,89.0,-9.0,-2.0,DTW,ATL,594,7,17,0,,0,,,,,,N
2001,5,1,2,2129.0,2135,2.0,9,TW,190,N977é@,93.0,94.0,71.0,-7.0,-6.0,STL,PIT,553,6,16,0,,0,,,,,,N
2001,2,11,7,1915.0,1915,2124.0,2136,NW,466,N761N3,129.0,141.0,113.0,-12.0,0.0,DTW,JAX,814,5,11,0,,0,,,,,,N
2001,4,10,2,1150.0,1150,1240.0,1240,WN,938,N764@@,50.0,50.0,37.0,0.0,0.0,JAX,TPA,180,5,8,0,,0,,,,,,N
2001,9,19,3,700.0,710,815.0,837,UA,2138,N918ä1,75.0,87.0,64.0,-22.0,-10.0,SAN,SFO,447,3,8,0,,0,,,,,,N
2001,7,8,7,2130.0,2130,2210.0,2220,DL,1181,N516D1,100.0,110.0,79.0,-10.0,0.0,DFW,COS,592,5,16,0,,0,,,,,,N
2001,3,28,3,622.0,627,747.0,805,NW,1159,N912Ræ,145.0,158.0,128.0,-18.0,-5.0,PHL,MEM,874,6,11,0,,0,,,,,,N
2001,6,23,6,1623.0,1624,1741.0,1755,TW,748,N998R@,78.0,91.0,65.0,-14.0,-1.0,FSD,STL,471,7,6,0,,0,,,,,,N
2001,8,27,1,557.0,600,802.0,807,NW,1799,N323N2,185.0,187.0,166.0,-5.0,-3.0,BOS,MEM,1139,5,14,0,,0,,,,,,N
2001,6,2,6,815.0,820,955.0,1011,AA,1839,N431A1,100.0,111.0,82.0,-16.0,-5.0,ORD,TUL,585,5,13,0,,0,,,,,,N
2001,9,5,3,930.0,931,1051.0,1053,AS,362,N625Aâ,81.0,82.0,69.0,-2.0,-1.0,OAK,SNA,371,5,7,0,,0,,,,,,N
2001,5,26,6,2217.0,2222,2343.0,2,AA,624,N408A1,86.0,100.0,76.0,-19.0,-5.0,DFW,STL,551,3,7,0,,0,,,,,,N
2001,1,22,1,1610.0,1610,1727.0,1740,WN,2123,N501@@,77.0,90.0,62.0,-13.0,0.0,LAS,SMF,397,2,13,0,,0,,,,,,N
2001,8,9,4,620.0,625,727.0,738,NW,790,N913Ræ,67.0,73.0,55.0,-11.0,-5.0,MSY,MEM,349,6,6,0,,0,,,,,,N
2001,10,20,6,1836.0,1837,2054.0,2112,TW,316,N922ãæ,78.0,95.0,64.0,-18.0,-1.0,STL,ATL,483,5,9,0,,0,,,,,,N
2001,4,25,3,622.0,625,652.0,659,UA,367,N321ä1,90.0,94.0,76.0,-7.0,-3.0,OKC,DEN,495,5,9,0,,0,,,,,,N
2001,12,5,3,1755.0,1800,2000.0,2010,US,1025,N441äâ,125.0,130.0,103.0,-10.0,-5.0,PVD,CLT,683,6,16,0,,0,,,,,,N
2001,7,28,6,1625.0,1630,1734.0,1803,CO,358,N936Aâ,69.0,93.0,35.0,-29.0,-5.0,EWR,BOS,200,10,24,0,,0,,,,,,N
2001,6,18,1,2015.0,2015,2115.0,2115,WN,325,N102@@,60.0,60.0,51.0,0.0,0.0,LBB,DAL,293,2,7,0,,0,,,,,,N
2001,5,13,7,1242.0,1245,1230.0,1240,UA,1076,N305ä1,48.0,55.0,31.0,-10.0,-3.0,GRR,ORD,137,3,14,0,,0,,,,,,N
2001,10,30,2,745.0,745,830.0,840,WN,846,N740@@,45.0,55.0,37.0,-10.0,0.0,ORF,BWI,159,3,5,0,,0,,,,,,N
2001,6,26,2,826.0,830,1020.0,1034,AA,1226,N636A1,174.0,184.0,142.0,-14.0,-4.0,MIA,ORD,1197,9,23,0,,0,,,,,,N
2001,1,14,7,657.0,700,845.0,852,UA,2847,N394ä1,108.0,112.0,86.0,-7.0,-3.0,MFR,LAX,630,10,12,0,,0,,,,,,N
2001,3,21,3,846.0,850,1006.0,1006,AA,1100,N416A1,80.0,76.0,62.0,0.0,-4.0,OAK,LAX,337,7,11,0,,0,,,,,,N
2001,10,11,4,1641.0,1643,1757.0,1815,AA,741,N2DJA1,76.0,92.0,61.0,-18.0,-2.0,ORD,MSP,334,5,10,0,,0,,,,,,N
2001,8,1,3,2000.0,2000,2035.0,2035,AQ,78,-N823A,35.0,35.0,27.0,0.0,0.0,HNL,OGG,100,2,6,0,,0,,,,,,N
2001,8,13,1,758.0,800,907.0,918,AA,826,N297A1,69.0,78.0,49.0,-11.0,-2.0,LAX,SJC,308,7,13,0,,0,,,,,,N
2001,12,5,3,1930.0,1930,2105.0,2110,WN,875,N85@@@,95.0,100.0,83.0,-5.0,0.0,BNA,MCI,491,5,7,0,,0,,,,,,N
2001,5,22,2,1715.0,1715,1854.0,1910,WN,2056,N336@@,99.0,115.0,88.0,-16.0,0.0,OAK,SEA,671,4,7,0,,0,,,,,,N
2001,4,24,2,558.0,600,1122.0,1129,DL,1226,-N659D,204.0,209.0,183.0,-7.0,-2.0,SLC,ATL,1589,7,14,0,,0,,,,,,N
2001,1,30,2,850.0,850,940.0,950,WN,2028,N330@@,50.0,60.0,40.0,-10.0,0.0,LAX,LAS,236,5,5,0,,0,,,,,,N
2001,5,5,6,843.0,845,1204.0,1218,UA,1676,N447ä1,141.0,153.0,125.0,-14.0,-2.0,ORD,TPA,1012,3,13,0,,0,,,,,,N
2001,6,17,7,1440.0,1440,1745.0,1755,WN,488,N729@@,125.0,135.0,112.0,-10.0,0.0,BNA,BDL,852,5,8,0,,0,,,,,,N
2001,5,15,2,2109.0,2115,518.0,518,CO,168,N29717,309.0,303.0,287.0,0.0,-6.0,SNA,EWR,2433,5,17,0,,0,,,,,,N
2001,5,13,7,1810.0,1810,1912.0,1918,US,2651,N286Aä,62.0,68.0,48.0,-6.0,0.0,BWI,BDL,283,4,10,0,,0,,,,,,N
2001,6,24,7,710.0,710,812.0,815,WN,516,N667@@,62.0,65.0,50.0,-3.0,0.0,FLL,JAX,318,2,10,0,,0,,,,,,N
2001,2,4,7,1154.0,1200,1309.0,1345,UA,685,N356ä1,135.0,165.0,119.0,-36.0,-6.0,LGA,ORD,733,4,12,0,,0,,,,,,N
2001,3,22,4,635.0,640,812.0,820,NW,1536,N604Næ,97.0,100.0,64.0,-8.0,-5.0,DTW,RIC,456,4,29,0,,0,,,,,,N
2001,6,2,6,554.0,600,1238.0,1259,NW,286,N346Næ,224.0,239.0,197.0,-21.0,-6.0,PHX,DTW,1671,15,12,0,,0,,,,,,N
2001,12,4,2,1600.0,1600,1710.0,1715,WN,1216,N649@@,70.0,75.0,60.0,-5.0,0.0,LAX,OAK,337,3,7,0,,0,,,,,,N
2001,7,17,2,525.0,530,722.0,725,DL,1641,N3744@,57.0,55.0,36.0,-3.0,-5.0,BHM,ATL,134,7,14,0,,0,,,,,,N
2001,3,14,3,840.0,840,926.0,930,WN,311,N370@@,46.0,50.0,32.0,-4.0,0.0,RNO,OAK,180,6,8,0,,0,,,,,,N
2001,11,28,3,1945.0,1945,2040.0,2050,CO,816,N33635,55.0,65.0,38.0,-10.0,0.0,DCA,EWR,199,6,11,0,,0,,,,,,N
2001,5,24,4,1540.0,1540,1647.0,1650,WN,1852,N620@@,67.0,70.0,50.0,-3.0,0.0,LAS,PHX,256,4,13,0,,0,,,,,,N
2001,8,26,7,1650.0,1650,1814.0,1825,DL,1257,N536D1,84.0,95.0,60.0,-11.0,0.0,ATL,TPA,406,4,20,0,,0,,,,,,N
2001,4,16,1,1216.0,1220,1616.0,1635,UA,1776,N907ä1,180.0,195.0,160.0,-19.0,-4.0,AUS,IAD,1297,7,13,0,,0,,,,,,N
2001,5,10,4,1615.0,1620,1749.0,1807,US,603,N726äæ,94.0,107.0,74.0,-18.0,-5.0,BOS,PIT,496,8,12,0,,0,,,,,,N
2001,11,20,2,927.0,930,959.0,1014,US,445,N882äâ,92.0,104.0,76.0,-15.0,-3.0,PIT,BNA,462,5,11,0,,0,,,,,,N
2001,5,24,4,755.0,755,907.0,910,WN,169,N695@@,132.0,135.0,118.0,-3.0,0.0,FLL,BNA,793,4,10,0,,0,,,,,,N
2001,9,3,1,807.0,815,1141.0,1215,CO,461,N27722,214.0,240.0,198.0,-34.0,-8.0,EWR,STT,1634,4,12,0,,0,,,,,,N
2001,9,16,7,2139.0,2145,542.0,607,CO,1533,N12238,303.0,322.0,285.0,-25.0,-6.0,OAK,EWR,2554,6,12,0,,0,,,,,,N
2001,5,16,3,1637.0,1640,1845.0,1855,AA,1392,N2AJA1,68.0,75.0,48.0,-10.0,-3.0,ORD,DTW,235,4,16,0,,0,,,,,,N
2001,3,10,6,1455.0,1455,1626.0,1640,WN,2419,N621@@,91.0,105.0,81.0,-14.0,0.0,PDX,SJC,569,3,7,0,,0,,,,,,N
2001,4,26,4,1445.0,1445,1604.0,1608,UA,1699,N403ä1,139.0,143.0,118.0,-4.0,0.0,DEN,LAX,862,4,17,0,,0,,,,,,N
2001,10,6,6,1948.0,1950,2228.0,2250,DL,2460,N244æ1,160.0,180.0,135.0,-22.0,-2.0,MCO,BOS,1121,7,18,0,,0,,,,,,N
2001,12,16,7,815.0,817,928.0,932,TW,2689,N4èAãæ,73.0,75.0,51.0,-4.0,-2.0,ORD,STL,258,6,16,0,,0,,,,,,N
2001,1,16,2,805.0,810,906.0,913,DL,803,N389D1,61.0,63.0,36.0,-7.0,-5.0,GSP,ATL,153,13,12,0,,0,,,,,,N
